_id,author,cover_image_url,id,introduction,keywords,misc_metadata.丛编项,misc_metadata.出版发行项,misc_metadata.善本书号,misc_metadata.四部分类号,misc_metadata.版本书目史注,misc_metadata.版本项,misc_metadata.现有藏本附注,misc_metadata.责任者,name,of_category_name,of_collection_name,volumes
615ee682f181f6f81b3b60c1,(清)顧成美  趙藩題識,http://202.106.125.217/img3/img892/20190822103013/290100151_0001.jpg,290100151,,[],,1冊  綫裝，金鑲玉,,集部/別集,,清康熙刻本,雲南省圖書館藏,(清)顧成美  趙藩題識,上已野集詩,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee682f181f6f81b3b61a8""},""id"":""299489"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100151/0001/290100151_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100151"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b6204,(清)高奣映  ,http://202.106.125.217/img3/img892/20190822103013/290100152_0001.jpg,290100152,,[],,1冊  綫裝，金鑲玉,,集部/別集,,清康熙二十五年刻本,雲南省圖書館藏,(清)高奣映,玅香國草一卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b6332""},""id"":""299490"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100152/0001/290100152_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100152"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b6216,（清）塗晫  ,http://202.106.125.217/img3/img892/20190822103013/290100163_0001.jpg,290100163,,[],,存三卷  2冊  綫裝，金鑲玉,,集部/別集,,清初刻本,雲南省圖書館藏,（清）塗晫,野芩堂詩稿三卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b6329""},""id"":""299553"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100163/0001/290100163_0001.pdf"",""toc"":[[null,""野芩堂詩稿 上卷""],[null,""野芩堂詩稿 中卷上""]],""index_in_book"":0,""of_book_id"":""290100163"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b62c5""},""id"":""299554"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100163/0002/290100163_0002.pdf"",""toc"":[[null,""野芩堂詩稿 中卷下""],[null,""野芩堂詩稿 下卷""]],""index_in_book"":1,""of_book_id"":""290100163"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b6236,(清)湯斌  湯濬等編次,http://202.106.125.217/img3/img892/20190822103013/290100136_0001.jpg,290100136,,[],,1冊  綫裝,,集部/別集,,清康熙刻本,雲南省圖書館藏,(清)湯斌  湯濬等編次,潛菴先生疏稿,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee685f181f6f81b3b6687""},""id"":""299406"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100136/0001/290100136_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100136"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b624a,(清)聖祖玄燁  ,http://202.106.125.217/img3/img892/20190822103013/290100130_0001.jpg,290100130,,[],,存二卷  2冊  綫裝,,集部/別集,,清康熙五十一年武英殿精刻本,雲南省圖書館藏,(清)聖祖玄燁,御製避暑山莊詩二卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b6574""},""id"":""299388"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100130/0001/290100130_0001.pdf"",""toc"":[[null,""御製避暑山莊詩 記""],[null,""御製避暑山莊詩 目錄""]],""index_in_book"":0,""of_book_id"":""290100130"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6560""},""id"":""299389"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100130/0002/290100130_0002.pdf"",""toc"":[[null,""御製避暑山莊詩 目錄""],[null,""御製避暑山莊詩 下卷""]],""index_in_book"":1,""of_book_id"":""290100130"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b6256,(明)趙以相  ,http://202.106.125.217/img3/img892/20190822103013/290100122_0001.jpg,290100122,,[],,1冊  綫裝,,集部/別集,,清光緒二十九年趙家騏鈔本,雲南省圖書館藏,(明)趙以相,問山亭雲心談墨詩,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b651b""},""id"":""299341"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100122/0001/290100122_0001.pdf"",""toc"":[[null,""問山亭雲心談墨詩 遺鈔一卷""],[null,""問山亭雲心談墨詩 附鈔一卷""]],""index_in_book"":0,""of_book_id"":""290100122"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b6260,(清)趙士麟  ,http://202.106.125.217/img3/img892/20190822103013/290100140_0001.jpg,290100140,,[],,存四十六卷 全序一卷 題辭一卷 目錄一卷  26冊  綫裝，金鑲玉,,集部/別集,,清康熙刻本,雲南省圖書館藏,(清)趙士麟,讀書堂綵衣全集四十六卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b62d0""},""id"":""299441"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0001/290100140_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6345""},""id"":""299442"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0002/290100140_0002.pdf"",""toc"":[],""index_in_book"":1,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b631f""},""id"":""299443"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0003/290100140_0003.pdf"",""toc"":[],""index_in_book"":2,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b63be""},""id"":""299444"",""name"":""第4册"",""file_path"":null,""toc"":[[null,""讀書堂綵衣全集 卷一 金容會語""],[null,""讀書堂綵衣全集 卷二 金容會語""]],""index_in_book"":3,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b63b5""},""id"":""299445"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0005/290100140_0005.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷三 武林會語""],[null,""讀書堂綵衣全集 卷四 金閶會語""]],""index_in_book"":4,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b667d""},""id"":""299446"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0006/290100140_0006.pdf"",""toc"":[],""index_in_book"":5,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b665e""},""id"":""299447"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0007/290100140_0007.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷六 疏""],[null,""讀書堂綵衣全集 卷七 書""]],""index_in_book"":6,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6302""},""id"":""299448"",""name"":""第8册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0008/290100140_0008.pdf"",""toc"":[],""index_in_book"":7,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b62e4""},""id"":""299449"",""name"":""第9册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0009/290100140_0009.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷九 記""],[null,""讀書堂綵衣全集 卷十 記""]],""index_in_book"":8,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b62ee""},""id"":""299450"",""name"":""第10册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0010/290100140_0010.pdf"",""toc"":[],""index_in_book"":9,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b62f8""},""id"":""299451"",""name"":""第11册"",""file_path"":null,""toc"":[],""index_in_book"":10,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b630b""},""id"":""299452"",""name"":""第12册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0012/290100140_0012.pdf"",""toc"":[],""index_in_book"":11,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b633c""},""id"":""299453"",""name"":""第13册"",""file_path"":null,""toc"":[[null,""讀書堂綵衣全集 卷十四 詩序""],[null,""讀書堂綵衣全集 卷十五 譜序""]],""index_in_book"":12,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b6672""},""id"":""299454"",""name"":""第14册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0014/290100140_0014.pdf"",""toc"":[],""index_in_book"":13,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b6614""},""id"":""299455"",""name"":""第15册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0015/290100140_0015.pdf"",""toc"":[],""index_in_book"":14,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b65d7""},""id"":""299456"",""name"":""第16册"",""file_path"":null,""toc"":[[null,""讀書堂綵衣全集 卷十八 壽序""],[null,""讀書堂綵衣全集 卷十九 壽序""]],""index_in_book"":15,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b65cd""},""id"":""299457"",""name"":""第17册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0017/290100140_0017.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷二十 雜著""],[null,""讀書堂綵衣全集 卷二十一 墓誌銘""]],""index_in_book"":16,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b659c""},""id"":""299458"",""name"":""第18册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0018/290100140_0018.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷二十二 詩""],[null,""讀書堂綵衣全集 卷二十三 詠史詩（西漢 東漢）""]],""index_in_book"":17,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b660a""},""id"":""299459"",""name"":""第19册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0019/290100140_0019.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷二十五 詠史詩（唐附梁唐晉漢周 宋）""],[null,""讀書堂綵衣全集 卷二十六 詠史詩（元 明）""]],""index_in_book"":18,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b65af""},""id"":""299460"",""name"":""第20册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0020/290100140_0020.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷二十八 北征詩""],[null,""讀書堂綵衣全集 卷二十九 北征詩""]],""index_in_book"":19,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b65a5""},""id"":""299461"",""name"":""第21册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0021/290100140_0021.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷三十一 北征詩""],[null,""讀書堂綵衣全集 卷三十二 金陵詩""]],""index_in_book"":20,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b65b9""},""id"":""299462"",""name"":""第22册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0022/290100140_0022.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷三十四 金閶詩""],[null,""讀書堂綵衣全集 卷三十五 戊辰至壬申詩""]],""index_in_book"":21,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b65c3""},""id"":""299463"",""name"":""第23册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0023/290100140_0023.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷三十七 紀盛詩""],[null,""讀書堂綵衣全集 卷三十八 乙亥詩""]],""index_in_book"":22,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee685f181f6f81b3b6592""},""id"":""299464"",""name"":""第24册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0024/290100140_0024.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷三十九 四序韻言""],[null,""讀書堂綵衣全集 卷四十 丙子詩""],[null,""讀書堂綵衣全集 卷四十一 丁丑詩""],[null,""讀書堂綵衣全集 卷四十二 壽詩""]],""index_in_book"":23,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6382""},""id"":""299465"",""name"":""第25册"",""file_path"":null,""toc"":[[null,""讀書堂綵衣全集 卷四十三 撫浙條約上""],[null,""讀書堂綵衣全集 卷四十四 撫浙條約下""]],""index_in_book"":24,""of_book_id"":""290100140"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6315""},""id"":""299466"",""name"":""第26册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100140/0026/290100140_0026.pdf"",""toc"":[[null,""讀書堂綵衣全集 卷四十五 撫吳條約上""],[null,""讀書堂綵衣全集 卷四十六 撫吳條約下""]],""index_in_book"":25,""of_book_id"":""290100140"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b626a,(清)錢謙益  ,http://202.106.125.217/img3/img892/20190822103013/290100132_0001.jpg,290100132,,[],,存二十卷（一至二十）  4冊  綫裝,,集部/別集,,明崇禎十七年刻本,雲南省圖書館藏,(清)錢謙益,牧齊初學集一百十卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee685f181f6f81b3b6586""},""id"":""299392"",""name"":""第1册"",""file_path"":null,""toc"":[[null,""牧齊初學集 序""],[null,""牧齊初學集 目錄""],[null,""牧齊初學集 卷一""],[null,""牧齊初學集 卷二""],[null,""牧齊初學集 卷三""],[null,""牧齊初學集 卷四""]],""index_in_book"":0,""of_book_id"":""290100132"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b657c""},""id"":""299393"",""name"":""第2册"",""file_path"":null,""toc"":[[null,""牧齊初學集 卷六""],[null,""牧齊初學集 卷七""],[null,""牧齊初學集 卷八""],[null,""牧齊初學集 卷九""]],""index_in_book"":1,""of_book_id"":""290100132"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6541""},""id"":""299394"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100132/0003/290100132_0003.pdf"",""toc"":[[null,""牧齊初學集 卷十一""],[null,""牧齊初學集 卷十二""],[null,""牧齊初學集 卷十三""],[null,""牧齊初學集 卷十四""]],""index_in_book"":2,""of_book_id"":""290100132"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6569""},""id"":""299395"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100132/0004/290100132_0004.pdf"",""toc"":[[null,""牧齊初學集 卷十六""],[null,""牧齊初學集 卷十七""],[null,""牧齊初學集 卷十八""],[null,""牧齊初學集 卷十九""],[null,""牧齊初學集 卷二十""],[null,""牧齊初學集 卷二十下""]],""index_in_book"":3,""of_book_id"":""290100132"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b6274,(清)文化遠  高奣映評選 趙藩墨校題,http://202.106.125.217/img3/img892/20190822103013/290100127_0001.jpg,290100127,,[],,存八卷  4冊  綫裝，金鑲玉,,集部/別集,,清康熙四十二年刻本,雲南省圖書館藏,(清)文化遠  高奣映評選 趙藩墨校題,晚舂堂詩八卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b62d9""},""id"":""299382"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100127/0001/290100127_0001.pdf"",""toc"":[[null,""晚舂堂詩 序""],[null,""晚舂堂詩 目錄""],[null,""晚舂堂詩 卷一""],[null,""晚舂堂詩 卷二""]],""index_in_book"":0,""of_book_id"":""290100127"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6359""},""id"":""299383"",""name"":""第2册"",""file_path"":null,""toc"":[[null,""晚舂堂詩 卷三""],[null,""晚舂堂詩 卷四""]],""index_in_book"":1,""of_book_id"":""290100127"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b638c""},""id"":""299384"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100127/0003/290100127_0003.pdf"",""toc"":[[null,""晚舂堂詩 卷五""],[null,""晚舂堂詩 卷六""]],""index_in_book"":2,""of_book_id"":""290100127"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6363""},""id"":""299385"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100127/0004/290100127_0004.pdf"",""toc"":[[null,""晚舂堂詩 卷七""],[null,""晚舂堂詩 卷八""]],""index_in_book"":3,""of_book_id"":""290100127"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b627e,(明)高攀龍  ,http://202.106.125.217/img3/img892/20190822103013/290100102_0001.jpg,290100102,,[],,存十二卷 附錄一卷  4冊  綫裝,,集部/別集,,清同治漢鹿齊傳鈔明崇禎刻本,雲南省圖書館藏,(明)高攀龍,高子遺書十二卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b636d""},""id"":""299262"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100102/0001/290100102_0001.pdf"",""toc"":[[null,""高子遺書 序""],[null,""高子遺書 卷之一""],[null,""高子遺書 卷之二""],[null,""高子遺書 卷之三""]],""index_in_book"":0,""of_book_id"":""290100102"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b634f""},""id"":""299263"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100102/0002/290100102_0002.pdf"",""toc"":[[null,""高子遺書 卷之五""],[null,""高子遺書 卷之六""],[null,""高子遺書 卷之七""],[null,""高子遺書 卷之八""]],""index_in_book"":1,""of_book_id"":""290100102"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6378""},""id"":""299264"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100102/0003/290100102_0003.pdf"",""toc"":[[null,""高子遺書 卷之九""],[null,""高子遺書 卷之十""]],""index_in_book"":2,""of_book_id"":""290100102"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b63a0""},""id"":""299265"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100102/0004/290100102_0004.pdf"",""toc"":[[null,""高子遺書 卷之十一""],[null,""高子遺書 卷之十二""]],""index_in_book"":3,""of_book_id"":""290100102"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b6288,(明)祿洪  陳繼儒選,http://202.106.125.217/img3/img892/20190822103013/290100100_0001.jpg,290100100,,[],,存一卷  1冊  綫裝，金鑲玉,,集部/別集,,清鈔本,雲南省圖書館藏,(明)祿洪  陳繼儒選,北征集一卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b63ab""},""id"":""299255"",""name"":""第1册"",""file_path"":null,""toc"":[],""index_in_book"":0,""of_book_id"":""290100100"",""of_collection_name"":""data_892""}]"
615ee683f181f6f81b3b629e,(明)沈濤明  ,http://202.106.125.217/img3/img892/20190822103013/290100125_0001.jpg,290100125,,[],,存十八卷 附謚議傳銘一卷 續集六卷  16冊  綫裝，金鑲玉,,集部/別集,,清初有堂刻本（續集系配清鈔本）,雲南省圖書館藏,(明)沈濤明,姑山遺集十八卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee684f181f6f81b3b654a""},""id"":""299352"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0001/290100125_0001.pdf"",""toc"":[[null,""姑山遺集 序""],[null,""姑山遺集 目錄""]],""index_in_book"":0,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6539""},""id"":""299353"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0002/290100125_0002.pdf"",""toc"":[[null,""姑山遺集 卷二 書""],[null,""姑山遺集 卷三 書""]],""index_in_book"":1,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6524""},""id"":""299354"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0003/290100125_0003.pdf"",""toc"":[[null,""姑山遺集 卷四 書""],[null,""姑山遺集 卷五 書""]],""index_in_book"":2,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6555""},""id"":""299355"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0004/290100125_0004.pdf"",""toc"":[[null,""姑山遺集 卷六 序""],[null,""姑山遺集 卷七 序""]],""index_in_book"":3,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b652f""},""id"":""299356"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0005/290100125_0005.pdf"",""toc"":[[null,""姑山遺集 卷八 序""],[null,""姑山遺集 卷九 序""]],""index_in_book"":4,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6507""},""id"":""299357"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0006/290100125_0006.pdf"",""toc"":[[null,""姑山遺集 卷十 序""],[null,""姑山遺集 卷十一 序""]],""index_in_book"":5,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b64f0""},""id"":""299358"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0007/290100125_0007.pdf"",""toc"":[],""index_in_book"":6,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6510""},""id"":""299359"",""name"":""第8册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0008/290100125_0008.pdf"",""toc"":[],""index_in_book"":7,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b64ca""},""id"":""299360"",""name"":""第9册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0009/290100125_0009.pdf"",""toc"":[],""index_in_book"":8,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b64c0""},""id"":""299361"",""name"":""第10册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0010/290100125_0010.pdf"",""toc"":[],""index_in_book"":9,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b64d5""},""id"":""299362"",""name"":""第11册"",""file_path"":null,""toc"":[[null,""姑山遺集 卷十六 序""],[null,""姑山遺集 卷十七 祭文""]],""index_in_book"":10,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b64b7""},""id"":""299363"",""name"":""第12册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0012/290100125_0012.pdf"",""toc"":[],""index_in_book"":11,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b647c""},""id"":""299364"",""name"":""第13册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0013/290100125_0013.pdf"",""toc"":[[null,""姑山遺集續集 目錄""],[null,""姑山遺集續集 卷一 賦""]],""index_in_book"":12,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6455""},""id"":""299365"",""name"":""第14册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0014/290100125_0014.pdf"",""toc"":[],""index_in_book"":13,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6440""},""id"":""299366"",""name"":""第15册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0015/290100125_0015.pdf"",""toc"":[[null,""姑山遺集續集 卷三 五言律詩""],[null,""姑山遺集續集 卷四 五言排律""]],""index_in_book"":14,""of_book_id"":""290100125"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee684f181f6f81b3b6396""},""id"":""299367"",""name"":""第16册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100125/0016/290100125_0016.pdf"",""toc"":[[null,""姑山遺集續集 卷五 尺牘""],[null,""姑山遺集續集 卷六 尺牘""]],""index_in_book"":15,""of_book_id"":""290100125"",""of_collection_name"":""data_892""}]"
